id,title,upload_date,type,track_id
uTO0KnDsVH0,【歌ってみた】KING / 百鬼あやめ cover,2021-04-29,1,
eGfyyU9qouA,【歌ってみた】花に亡霊/ 百鬼あやめ cover,2021-08-08,1,
ECkxzFgbJqQ,宵の余、良い！/ 百鬼あやめ original,2021-11-03,0,
vgtQF2ejNOQ,Ayame Nakiri Love Word III,2020-08-04,4,
ynGetyGXuGQ,愛言葉Ⅲ/百鬼あやめ【歌ってみた】,2019-09-03,1,
aTbbgVFSduk,【歌ってみた】フタリボシ-Arrange Ver.-　【百鬼あやめ×ななかぐら】,2019-03-03,1,
MMmq0EMs5ng,Futariboshi - Nakiri Ayame y Kagura Nana,2020-05-29,4,
uQR_JZpYAEU,宵の余、良い！,2021-10-05,2,
jlELf83gpBw,【original】ChocoLove/癒月ちょこ,2021-10-10,0,
BAx2GtYGJxs,【歌ってみた】「チェリボム」/Covered by癒月ちょこ＆大空スバル＆姫森ルーナ【ホロライブ/オリジナルＭＶ】,2021-10-15,1,
GegRa9yZUb4,【歌ってみた】スイートマジック/Covered by 癒月ちょこ&夜空メル【オリジナルMV/ホロライブ】,2021-02-14,1,
vmPpfJWxisU,【歌ってみた】〇〇〇〇〇/癒月ちょこ【オリジナルMV】,2019-12-04,1,
n9DqvVNBdVI,【歌ってみた/4K】妄想税/癒月ちょこ【オリジナルMV】,2019-07-25,1,
x-g0SeUJxsI,【バレンタインに】BABYMETAL- ギミチョコ！！- Gimme chocolate!! （cover）東雲めぐ＆メルティキッス（夜空メル＆癒月ちょこ）【歌ってみた】,2021-02-14,1,
Sv3HckLI7kg,カムパネルラ／天音かなた×しぐれうい(cover),2012-12-22,1,
njeUgc0a5ko,【オリジナル曲】ChocoLove/癒月ちょこ【３周年記念配信】,2021-09-04,0,
spHKQDaz0C0,【#癒月ちょこ3周年】３周年記念3D配信⚡重大告知あり！【ホロライブ/癒月ちょこ】,2021-09-04,5,
TAgKqOFEYoI,ChocoLove,2021-09-04,2,
t-Y-UnC2HQo,【うたみた】恋の魔法【ホロライブ/大空スバル】,2020-06-26,1,
qrZtEACCwIU,【ガチ恋】どぅーまいべすと！歌ってみた！【ぢろ】,2020-01-18,1,
98aqmvP2-xk,シャンティ(SHANTI) / Coverd by 影山シエン,2021-12-22,1,
tum7dljV2ts,【4th original song】 I can not control myself / AZKi 【AZKi BLaCK】,2019-02-28,0,
lGXgYHlR8ww,【7th original song】Fake.Fake.Fake/AZKi【AZKi BLaCK】,2019-04-30,0,
VQx0MtsvSQ,【8th original song】 Inochi / AZKi【AZKi WHiTE】,2019-04-30,0,
StRF-UNM-vk,【IMAGINATION vol.2】fragile short ver【AZKi/イノナカミュージック,ホロライブ】,2019-10-29,3,
6rW_9ldrISM,【Covered】 Shinkai Shoujo #Amenosei #AZKi【collab】,2019-02-09,1,
JJsSEUk8vxc,【Macross Frontier】LION ( covered by AZKi & Chiharu Aria )【Collab】,2019-02-23,1,
4UEQFnENMUw,【AIMYON】Marigold ( covered by AZKi & Hoshino Mea )【collab】,2019-04-12,1,
aREEGF5dXCE,【AZKi x Osanazu】Watashi, Idol Sengen（cover）【I tried to sing】,2019-03-15,1,
Yr0MRX2JP4U,Agape ( covered by AZKi & Kyo Hanabasami )【Collab】,2019-06-28,1,
MIlI_NeWuyo,【K-ON!】Don't say lazy ( covered by AZKi & Osanazu )【Collab】,2019-07-12,1,
ZkvtKUQp3nM,【1st Original Song】Creating world【Pioneer my world】,2018-12-28,0,
ad-6W3bazMs,【2nd original song】Real Melancholy【For you that you feel like me】,2019-01-31,0,
JZTVchX8qJs,【3rd original song】 Felicia / AZKi 【AZKi WHiTE】,2019-02-25,0,
SKy71bCcOyg,【5th ​​original song】Hikari no machi / AZKi【AZKi BLaCK】,2019-03-25,0,
5QJfWQrdQEY,【6th original song】Starry Regrets / AZKi【AZKi WHiTE】,2019-03-28,0,
VriDV2NqXpg,【9th original song】 Shit days/AZKi 【AZKi BLaCK】,2019-05-13,0,
bMSPwitZiJs,【10th original song】Sayonara Hero - AZKi【AZKi BLaCK】,2019-06-30,0,
f8XFa7eWLoA,【11th original song】 from A to Z - AZKi x Singa MV 【AZKi WHiTE】,2019-07-01,0,
ZezL7jHGKCA,【VirtuaREAL.00】AZKi - Heart Beat【ReD】,2019-07-19,0,
bjLzXSM4yRY,【12th original song】AZKi - ERROR【AZKi BLaCK】,2019-07-31,0,
vW_lJwhw24c,【11thオリジナルソング】from A to Z/AZKi【AZKi WHiTE】,2019-09-14,0,
re2rwAWZGjg,【1st ALBUM収録曲】嘘嘘嘘嘘 / AZKi【without U】,2019-10-27,0,
EAQASQOWCX8,【1st ALBUM収録曲】世界は巡り、やがて君のものになる / AZKi【without U】,2019-10-29,0,
D_CJMc8flY8,【1st ALBUM収録曲】フロンティアローカス / AZKi【without U】,2019-11-02,0,
M0-MFPxMrqE,【1st ALBUM収録曲】ちいさな心が決めたこと / AZKi【without U】,2019-11-05,0,
ofdfaM11NIw,【1st ALBUM収録曲】without U / AZKi 【1st ALBUM収録曲】,2019-12-14,0,
oGMzDHvrsq0,【1st ALBUM収録曲】Midnight Song / AZKi【without U】,2019-12-20,0,
HJ6zQ3oQMCQ,【1st ALBUM収録曲】自己アレルギー / AZKi【without U】,2020-01-15,0,
7W2oVgMpmzs,【1st ALBUM収録曲】のんびりと、/ AZKi【without U】,2020-01-22,0,
9ct9lb2zgZ4,【1st ALBUM収録曲】Reflection/ AZKi【without U】,2020-01-29,0,
8zbO3ftH3ls,【1st ALBUM収録曲】虹を駆け抜けて / AZKi【without U】,2020-02-05,0,
TiY6dP4djQA,【1st ALBUM収録曲】コトノハ / AZKi【without U】,2020-02-12,0,
P2yeYNI1H2M,【オリジナルソング】黒鉄の守り人 / AZKi【ジンキ・リザレクションEDテーマ】,2020-03-20,0,
zcc_O2UtZBI,【オリジナルソング】Eternity Bright / AZKi 【2020.3.31リリース】,2020-03-31,0,
yT2h4nrfMME,【オリジナルソング】光 / AZKi 【2020.4.15リリース】,2020-04-15,0,
TnQgSAaGhVc,【オリジナルソング】猫ならばいける / AZKi【にゃにゃにゃにゃ】,2020-04-30,0,
aqRIPFT-EUw,【何度でも開拓するよ】Creating world 2020ver. / AZKi【みんなと一緒に】,2020-05-16,0,
fad_0eQIlVo,【オリジナルソング】Intersection / AZKi【Can't stop love with you】,2020-05-31,0,
wzygAKsIqk0,【オリジナルソング】Take me to Heaven / AZKi【連れて行って、あのメロディへ】,2020-06-15,0,
Ro-7kxRHCdg,【オリジナルソング】青い夢 / AZKi【でも、逃げないよ。夢だから】,2020-07-10,0,
wHMZW_VkBjo,in this world / AZKi 【2nd ALBUM 収録曲】,2020-11-15,0,
6Ks5SWfk-eI,発光体ソーラーサイクル / AZKi 【2nd ALBUM 収録曲】,2020-12-01,0,
j2z06YUbulk,止まない雨 / AZKi 【2nd ALBUM 収録曲】,2021-01-04,0,
dlqAF0aq7XU,ローテート・リピーテッド / AZKi 【2nd ALBUM 収録曲】,2021-01-25,0,
u_mKbmoK2dM,petal dance / AZKi 【2nd ALBUM 収録曲】,2021-02-26,0,
G-QUjj0GGlo,運命の在処 / AZKi 【2nd ALBUM 収録曲】,2021-03-11,0,
Lt7KxY8V4jM,【フルアニメーションMV】フェリシア / AZKi【#アニAZ】,2021-09-05,0,
tlVNXn1wFwo,最強×最弱ガール / AZKi,2021-09-25,0,
-9wUbw5qevU,The Last Frontier / AZKi × 星街すいせい,2021-10-16,0,
hYUBjfxfzIk,恋の宅配便 / 瀬名航 feat. AZKi【2021年12月22日 EPリリース】,2021-11-07,0,
EpuB_c03dZ0,ナナワリエネミー / AZKi,2021-11-10,0,
TlSzfEM5NcQ,【フルアニメーションMV】のんびりと、/ AZKi【 #アニAZ 】,2021-12-01,0,
7ZAeFUmGx4Y,画面の中の君が好き / AZKi,2021-12-12,0,
8jsvz5Bdv7U,ビードロ模様 / やなぎなぎ(covered by 犬山たまき×AZKi),2021-10-04,1,
R5yfM_UlucY,い〜やい〜やい〜や(Whatever whatever whatever) / Takanashi Kiara & Ninomae Ina'nis (COVER),2021-12-23,1,
ZHpPnFfYxt0,【NEW SONG COVER】Celebrating, Chatting, sCribbling!! #kfp #キアライブ",2021-12-23,5,
wLmMSJXoQ8A,【MOSAIC.WAV】洗脳・搾取・虎の巻 / AZKi【歌ってみた】,2021-11-23,1,
7AdZnOhL1Ak,【ひぐらしのなく頃に】why,or why not / AZKi【歌ってみた】,2021-09-06,1,
0LGn4esfu2M,【HACHI】光の向こうへ / AZKi【歌ってみた】,2021-08-01,1,
Em1og_6ovoo,【ヨルシカ】だから僕は音楽を辞めた / AZKi【歌ってみた】,2021-05-20,1,
hV0dxmUf59U,【東山奈央】さよならモラトリアム / AZKi【歌ってみた】,2021-04-24,1,
rHbTBYxK0O0,【GEMS COMPANY】いつもココニイル / AZKi 【歌ってみた】,2021-02-19,1,
6rPdZ7EW98I,【欅坂46】黒い羊 / AZKi & 角巻わため【歌ってみた】,2021-02-10,1,
bUNMyoks3BQ,【歌ってみた】Gimme × Gimme lapix remix / AZKi × Such【八王子P × Giga】,2021-02-02,1,
f5zAFvFKPEI,【神無月の巫女】agony / AZKi【歌ってみた】,2021-01-14,1,
Xn2hOjDOZ0g,【椎名もた】Q / AZKi【歌ってみた】,2020-10-08,1,
daAc1qj5DDY,【DECO*27 】乙女解剖 / AZKi【歌ってみた】,2020-09-10,1,
B5MvnVOfaBc,【感情】人間だった 歌ってみた AZKi【I Was Human】,2020-05-20,1,
MRfcZ4teUeE,【チヤホヤして！！】ヒロイン育成計画 歌ってみた AZKi【HoneyWorks】,2020-04-22,1,
JuM6WQhdl8A,【絶対聞いたことある】シャイニングスター 歌ってみた AZKi【魔王魂】,2020-03-11,1,
OC-VqdP1Kow,【あなたはあなただから】スーパーヒーロー 歌ってみた AZKi【Guiano】,2020-03-04,1,
vC-MsZVgx80,【みんなに届いて】命に嫌われている。 歌ってみた AZKi【カンザキイオリ】,2020-02-19,1,
G54GXyYwGz0,【エモみ全開】あさがおの詩 - AZKi 歌ってみた 【朝ノ瑠璃】,2019-10-17,1,
y39DMzOqsRw,【YO!SAY!】HOT LIMIT 歌ってみた AZKi【T.M.Revolution】,2019-09-12,1,
56OgSRwV-xw,【Maquia: When the Promised Flower Blooms】Viator ( covered by AZKi )【rionos】,2019-06-07,1,
mSVb61pOQKA,【和なAZKi】泡沫夢幻 歌ってみた AZKi【朝ノ瑠璃】,2019-05-08,1,
hwkAWFw8njM,【Hatsune Miku】 I tried to sing Nameless Prisoner【AZKi BLaCK】,2019-04-18,1,
3NgN2CvLgT4,【ピコンピコン】ハートサーモグラフィー 歌ってみた AZKi【周防パトラ】,2019-04-04,1,
5Pmt9gVmvmM,【花譜】糸 歌ってみた AZKi【絡まる意図が濡れて解けなくて】,2019-02-16,1,
jKJ5a7gVkH8,【KAF】Shinzo to karakuri ( covered by AZKi )【All this feeling is mine】,2019-02-10,1,
_JoXN6LdcDY,【Yorushika】Tada Kimi Ni Hare ( cover by AZKi ),2019-01-26,1,
Gni3co__EPI,【Zutto Mayonaka de li no ni】I sang Biting the clock's second hand / AZKi【what everyone told me】,2019-01-19,1,
UnM2_ddXNYk,【Koresawa】I tried to sing Tabako / AZKi 【The first JPOP challenge! 】,2019-01-12,1,
aQ6Hir0wlVg,【1st page】Two Breaths Walking ( covered by AZKi )【of my evolution】,2019-01-02,1,
JHiWqdrWOSQ,【Kizuna AI】miracle step ( covered by AZKi )【Our miracle step】,2018-12-30,1,
7o_YL35T93w,【Toradora!】Orange ( covered by AZKi )【Orange】,2018-12-20,1,
qokrSyGZTiM,【Seventeen】Seventina ( covered by AZKi )【fortunes】,2018-12-13,1,
f8F8yNVDUEo,【MIX】The song of Iya-chan ( covered by AZKi ),2018-12-08,1,
lxJ7SXMEPto,【Guilty Crown】My Dearest ( covered by AZKi )【supercell】,2018-12-06,1,
O4Oz8Gn6oDY,【Anison/Anime Song】 only my railgun ( covered by AZKi )【first challenge】,2018-11-27,1,
VAvd842cCYM,【Do you love】Sweet Devil ( covered by AZKi )【sweet devil?】,2018-11-21,1,
SdgFVX0FsgE,Just Be Friends -piano.ver- Covered by AZKi,2018-11-15,1,
FgEv9PxGwXQ,【AZKi】RealMelancholy 2019.4.21 @AZKi live stream【Live Song LIVE】,2019-04-25,0,
Dpq3m_guqoA,Creating world,2018-12-27,2,
5DFi0hYTzGo,リアルメランコリー,2019-01-30,2,
ppAcmD2_akw,フェリシア,2019-02-24,2,
j_Cj6a7Ujio,I can't control myself,2019-02-27,2,
vua-wcOEnmM,ひかりのまち,2019-03-24,2,
4pEos75NI4I,Starry Regrets,2019-03-27,2,
TMm0uCWg9Oc,Fake.Fake.Fake,2019-04-29,2,
ems4J60bPTk,いのち,2019-04-29,2,
hym2Mp2i9dA,シットデイズ,2019-05-30,2,
oENu3GqB9KI,さよならヒーロー,2019-06-29,2,
lEmFoppXMEQ,from A to Z,2019-06-30,2,
iTfX_Q4zWB0,ERROR,2019-07-30,2,
Q0fCN3UUM3E,mirror,2020-03-14,2,
9RXPwAMrq-Y,黒鉄の守り人,2020-03-19,2,
IiHAlFJk9Uw,Eternity Bright,2020-03-30,2,
qCZFaPGgZ-Q,Eternity Bright（LADY'S ONLY Remix),2020-03-30,2,
OkEhANTYb5Q,光,2020-04-14,2,
qyBqhJEYXCI,光 (TEMPLIME Remix),2020-04-14,2,
w9UOMo66UZI,猫ならばいける,2020-04-29,2,
aWIHNmlFk-U,猫ならばいける (栄免建設株式会社Renovation),2020-04-29,2,
hJjhiCLJ0LE,Intersection,2020-05-30,2,
vPtITG19rzY,Intersection (TOMOYU funkot Remix),2020-05-30,2,
6ZjnjMpjnwI,Take me to Heaven,2020-06-19,2,
QEUzvcKLQA8,Take me to Heaven (ハレトキドキ Remix),2020-06-19,2,
QccJ6MsNVOE,青い夢,2020-07-09,2,
MA7VacAKLlI,青い夢 (feat. BOOGEY VOXX),2020-07-09,2,
Cv9A4iwPe88,最強×最弱ガール,2021-09-24,2,
e2KxZN3NgU0,ナナワリエネミー,2021-11-09,2,
Mgp7oc8SofY,without U,2019-11-11,2,
jV51aZvAwPo,コトノハ,2019-11-11,2,
8nMQR7UYmXM,嘘嘘嘘嘘,2019-11-11,2,
t17vgEG6Yv4,自己アレルギー,2019-11-11,2,
qs6sZZbm5pM,虹を駆け抜けて,2019-11-11,2,
YLZRPGqtMv4,ちいさな心が決めたこと,2019-11-11,2,
EKEPMKRZ85E,世界は巡り、やがて君のものになる,2019-11-11,2,
UasbmTP2lTA,Midnight Song,2019-11-11,2,
aY25gKpzMUw,Reflection,2019-11-11,2,
zf-9KS_N3ZI,のんびりと、,2019-11-11,2,
HpuzZS0gOZg,フロンティアローカス,2019-11-11,2,
cl_Qikl7YaE,リアルメランコリー (TEMPLIME Remix),2019-11-11,2,
YgRD177NeVk,Starry Regrets (Batsu Remix),2019-11-11,2,
tH5AFSnJv7s,運命の在処,2020-11-30,2,
D9BI8Utu6eY,Eternity Bright,2020-11-30,2,
hxTq2V_MTEU,petal dance,2020-11-30,2,
WP_NcGCMJQg,ローテート・リピーテッド,2020-11-30,2,
FQxqPg5Buj0,止まない雨,2020-11-30,2,
i1qyLt_KqBc,青い夢,2020-11-30,2,
qbb78f-6Gp8,光,2020-11-30,2,
Ed3zP7dlJU4,タイムカプセル,2020-11-30,2,
Xn55RU4QSys,Intersection,2020-11-30,2,
QpIHkRj2Ldg,Take me to Heaven,2020-11-30,2,
u_f1nRiunls,猫ならばいける,2020-11-30,2,
BWTAWOjcXto,画面の中の君が好き,2021-12-11,2,
Cebz-lxoJWo,恋の宅配便 (feat. AZKi),2021-11-22,2,
H1bHFQPTSOs,恋の宅配便 (feat. AZKi),2021-12-22,2,
__CkCBzJKV4,ひとくち、ちょうだい？ (feat. AZKi),2021-12-22,2,
eVlNtQulXi4,大切なお知らせ (feat. AZKi),2021-12-22,2,
DQqWsWM7Vxg,fragile,2019-11-01,2,
Y8KfgrHLSN8,こいのうた,2019-11-01,2,
Jp71je_aNv4,【オリジナル楽曲MV】JOURNEY to FIND STARS（ショートVer.）【ホロスターズ】,2021-12-23,3,
0firv69LkgI,灰色と青/常闇トワ×星街すいせい(cover),2021-12-23,1,
2l_6oIGTrbg,「君の名は。」スパークル/RADWIMPS Cover by大神ミオ【歌ってみた/4K】,2019-06-30,1,
yIvcKk4vZ7Y,【3DMV】君色に染まる 歌って踊ってみた【大神ミオ、ロボ子さん、さくらみこ】,2019-10-12,1,
ESM-OniA96w,「おとなの掟」　猫又おかゆ・大神ミオ(cover),2021-01-24,1,
K84w0Iai40k,"[Original song] ""Hyakkaryouran Hanafubuki"" short ver. [Shirakami Fubuki, Nakiri Ayame, Ookami Mio]",2020-12-29,3,
x1BGG98tcrg,"[Original song: ""SHIJOSHUGI ADTRUCK"" short ver. [Natsuiro Matsuri, Ookami Mio, Shiranui Flare]",2021-01-05,3,
mZ0sJQC8qkE,Can You Do the hololive? Beyond the Stage ver. [STAGE1+2 edit],2021-01-08,0,
9kQ2GtvDV3s,[Ochame Kinou] hololive Fukkireta Chorus [24 VTubers],2020-04-06,1,
RrsGNMMghKM,【水着で踊る特別版MV】VTuber事務所「ホロライブ」公式曲第1弾『ShinySmilyStory』試聴動画 【 #ホロライブサマー 】,2019-08-15,3,
O-SXhtYjprc,【Me singing】How many kilos can you hold a dumbbell?【ENG sub】,2019-09-08,1,
YPm9T622OX0,【Original MV】Howling【ホロライブ/大神ミオ】,2021-08-20,0,
cr9iLdXK9ik,わんわんわおーん / さしみお feat.スバおか,2021-08-20,0,
sdbu9AUFRfg,さしみお feat.スバおか,2021-08-27,2,
4fJuqc_2Y_I,わんわん！わおーん,2021-08-20,2,
9x__xN3TUh8,Kiara's Xmas Ball - Jinglebell Rock,2021-12-23,1,
2CTSe6Q5-xI,Kureiji Ollie Boba Shop Rap MV | Avilon - Speed | Kanauru Original,2021-08-14,0,
7xNWT_FuEF4,Avilon - Speed ft. Kureiji Ollie,2021-04-30,0,
xi5FGsWZwEs,BAD WORD RAP - Haachama x Calliope | E5TATIK EDIT | Kanauru Music Video,2021-09-17,0,
eOW0Ow8Pl6k,HAACHAMA - BAD WORD RAP🎙 with CALLIOPE SENSEI💀 [E5TATIK EDIT],2021-09-05,0,
R3OxEcOpT0M,『んっあっあっ。』/SLAVE.V-V-R covered by 博衣こより【歌ってみた】,2021-12-24,1,
QaEW5hhLxuk,【original】Choco♡Melty【ホロライブ/癒月ちょこ/夜空メル】,2021-12-24,0,
oazCXvy6Rvs,【オリジナル楽曲】POP-TALK / 夕刻ロベル【HOLOSTARS】,2021-12-24,0,
0scxODT68X4,ウミユリ海底譚 / 猫又おかゆ(cover),2020-02-22,1,
4muYzftomAE,flos / 猫又おかゆ (Cover),2020-08-28,1,
9PYi1080Q7k,失楽ペトリ / 猫又おかゆ(cover),2020-12-24,1,
j6P_m6adkgc,もぐもぐYUMMY！/ 猫又おかゆ,2021-02-22,0,
MiuFIzr8bR0,【一周年記念】ヒャダインのじょーじょーゆーじょー / おかころ【歌ってみた】,2020-04-01,1,
kP08-jP1-7Y,乙女解剖 / 猫又おかゆ(cover),2020-04-06,1,
dXUJ0IDdX28,惑星ループ / 猫又おかゆ(cover),2019-10-10,1,
JqwKeddXPOg,p.h. / 猫又おかゆ(cover),2021-07-09,1,
gFVC0p4lknw,キャットアイメイク / 猫又おかゆ (Cover),2021-04-17,1,
fR2texlVKJo,キュートなカノジョ / 猫又おかゆ( cover ),2021-06-12,1,
PNA-sTiC0Ds,ふわふわ時間 / 猫又おかゆ (Cover),2020-10-01,1,
WCTiDGl8Di0,ねむるまち / 猫又おかゆ(cover),2021-08-28,1,
sxMUJSK5u4g,コールボーイ／猫又おかゆ＆天音かなた(Cover),2021-06-28,1,
KRqA47qytz0,ジェヘナ / 猫又おかゆ(cover),2021-10-16,1,
d1SPCBrEYSA,孤独の宗教 / 猫又おかゆ＆天音かなた (Cover),2021-09-30,1,
TMJAy5_i1JA,刹那プラス / 猫又おかゆ(cover),2021-11-18,1,
DkZwJm5wz_s,【30分耐久BGM】家猫はゆりかごの上で / 猫又おかゆ【公式】,2021-09-15,0,
jGkOdq3qZbc,戌神ころねオリジナルBGM「ころねレイザー 戌More!」,2021-02-15,0,
nks1I1sY53I,【original】ころねの最凶天災☆わんだふぉー❤わーるど【戌神ころね/ホロライブ】,2021-04-13,0,
3f4KwDPMelE,【30分BGM】あなたに会うために / 常闇トワ【公式】,2021-09-20,0,
6i862D67TFc,【30分BGM】Little devil story / 常闇トワ【公式】,2021-10-16,0,
7jk8e94Cr7U,ファイアーエムブレムのテーマ / 戌神ころね（cover）4K,2021-11-30,1,
038Ew0Eod-I,猫又おかゆHappy Birthdayお祝い動画　ころねより　パート２,2021-02-22,0,
saizawXi4i0,ハロハロナリヤンス音頭 / 戌神ころね(cover),2020-07-12,1,
G49bAinM6Lc,Love Trial - Inugami Korone ver.,2020-02-22,1,
OGYu6Kj3bL0,【歌ってみた】スイートマジック 【戌神ころね】,2019-10-01,1,
qgeuRSawFaw,ボンバーキングのテーマ/戌神ころね(cover),2020-10-01,1,
TqxrS4mxPew,【歌ってみた】Booo! / TOKOTOKO（西沢さんP）covered byアステル&花咲みやび【HOLOSTARS】,2021-12-05,1,
STBJ_N3YLiw,【歌ってみた】おじゃま虫 / DECO*27【covered by 花咲みやび】,2021-03-03,1,
a67XEIAJopM,【1周年記念】私、アイドル宣言/花咲みやび【歌ってみた】,2020-06-08,1,
cmT3Z2TQkEU,[Cover] Universe [Kanade Izuru/Hanasaki Miyabi],2020-07-11,1,
ovSUhY6-nZo,藍より群青 (feat. 星街すいせい),2021-12-24,2,
6f-hghYUosk,【歌ってみた】可愛くなりたい【花岸(岸堂天真 花咲みやび)/ホロスターズ】,2020-09-10,1,
Hl1-8j9OJyo,ライオン (Lion) - May'n 中島愛 // covered by 獅白ぼたん＆雪花ラミィ【歌ってみた】,2021-12-25,1,
3DrYQMK4hJE,バイバイレイニー / 星街すいせい(official),2021-12-25,0,
JSDvwpcSIxw,もぐもぐYUMMY!,2021-02-22,2,
cDUhg39oVEU,ころねの最凶天災わんだふぉーわーるど,2021-04-15,2,
_iBexWOf6aw,Kanade Izuru『 Monologue in a row 』Official Music Video,2021-09-04,0,
n15uycLvZLM,連なるモノローグ,2021-09-04,2,
O095GG34OC4,【歌ってみた】Monster/covered by 花咲みやび&奏手イヅル&アステル・レダ&岸堂天真,2021-10-31,1,
OITs4Q6QpdM,【歌ってみた】鬼KYOKAN / アステル 奏手イヅル,2021-10-24,1,
FKDjjVwb1dU,【歌ってみた】MONSTER DANCE / アステル 奏手イヅル 律可 影山シエン,2021-09-14,1,
5M8q1jaN6vc,【歌ってみた】サマータイムレコード / アスイヅ 花岸 ばぶどん,2021-07-30,1,
d0NXC7POoUs,【Cover】Juggernaut / Kanade Izuru & Astel Leda,2021-05-14,1,
Zh0gAsXbSC4,【歌ってみた】スイートマジック【奏手イヅル/アステル・レダ】,2021-02-14,1,
IxT1xa3YGio,【Cover】クリスマスソング / RIZnote【奏手イヅル/律可】,2020-12-21,1,
m_a4CcA_oi4,【歌ってみた】Fire◎Flower covered by HOLOSTARS【律可/イヅル/アステル/シエン】,2020-08-16,1,
DdjHAqUGPCI,【Cover】Rain of Cherry Blossoms / RIZnote【Kanade Izuru / Rikka】,2020-04-10,1,
B0xrie_yK-Y,[We tried to sing] At God's Mercy [Astel / Kanade Izuru],2020-04-04,1,
GVp0yH6EEZE,【Cover】YELLOW【奏手イヅル/唯牙コハク】,2020-02-21,1,
J4XhPRdrE4g,【唯牙コハク】あの娘シークレット【奏手イヅル】,2020-02-16,1,
Vj1XOWOxTho,【Cover】Spinning Sky Rabbit(Orangestar) / Kanade Izuru,2021-06-22,1,
P1GH-04ebzo,【Cover】Love me, Love me, Love me / Kanade Izuru",2021-01-29,1,
d1nkcGgi0S8,第六感 - THE SIXTH SENSE Acoustic Guitar cover,2020-10-30,1,
1rgkCnKggTc,【Cover】帝国少女-Imperial Girl / 奏手イヅル(Kanade Izuru),2020-10-15,1,
OsUybM5cJUc,[Cover] Telecaster B-Boy / Kanade Izuru,2020-08-16,1,
-Kvn8qpMUdQ,[Cover] They Who Wait for the Rainbow / Kanade Izuru,2020-06-22,1,
X_zmIdP3jbg,【Cover】unravel / 奏手イヅル,2020-03-30,1,
jwvJ6GBf4Ro,[Cover] Cosmology of NyanNyan / Kanade Izuru,2020-03-08,1,
oPahzleK0Nk,【Cover】それがあなたの幸せとしても / 奏手イヅル,2019-12-30,1,
FUxsxV-Ml0o,【Cover】ベノム / 奏手イヅル,2019-09-28,1,
Q978b1YXHtI,【Cover】Dramaturgy / Kanade Izuru,2019-09-09,1,
u77uOEMnsoQ,【Cover】It's My Life / 奏手イヅル,2020-01-31,1,
W9RLe0K9N5s,【Cover】Bad Day / 奏手イヅル(Kanade Izuru),2020-04-28,1,
cC8dg5WrUxo,＃2【#RIZ生】RIZnoteで桜ノ雨アップ記念トーク【奏手イヅル/律可/ホロスターズ】,2020-04-10,5,
rkEHHJ0RTrE,【Cover】威風堂々 / RIZnote【奏手イヅル/律可】,2020-02-15,1,
TLDjnbjIVYg,【Cover】ロメオ / RIZnote【奏手イヅル/律可】,2019-12-28,1,
1GFCMbC1Qp0,☆3【RIZnote】歌動画出したぞ！&ゆる雑談【奏手イヅル/律可】,2019-12-09,5,
OjpmQywejQM,【Cover】太陽系デスコ / RIZnote【奏手イヅル/律可】,2019-12-09,1,
BJg38acB6ro,【Cover】Happy Halloween / RIZnote【奏手イヅル×律可】,2019-10-30,1,
sVCV7TtlpSk,A VERY HAACHAMA CHRISTMAS ft. HAACHAMA,2021-12-25,1,
AAr2lHZLNyU,ディスコミュ星人/兎田ぺこら(cover),2020-04-04,1,
_KTwDH_KQ_g,【MV】ぺこらんだむぶれいん！【ホロライブ/兎田ぺこら】,2021-01-12,0,
aozNBX2dF6c,シンデレラ/兎田ぺこら(cover),2021-09-29,1,
swuds0FeoI4,Hacha-Mecha ミラクル,2020-12-17,2,
fdOzGOkaK8M,ぺこらんだむぶれいん!,2021-01-12,2,
IT7mfF97m3w,「Deck The Halls」Christmas Song Cover by Amelia Watson,2021-12-26,1,
y2vrlxmOp7U,【MV】Sparks of Joy / IRyS【Original Song】,2021-12-26,0,
8WGNic2YVqM,Sparks of Joy,2021-12-25,2,
uCfjf3rvTJY,Target for Love / Gawr Gura (Blue Archive OST Cover),2021-12-26,1,
mEs80XOSSHQ,【歌ってみた】グッバイ宣言 / 潤羽るしあ cover,2021-07-18,1,
UBSx4qqeikY,【歌ってみた】花に亡霊 / ヨルシカ【潤羽るしあcover】,2020-08-31,1,
NtRpDpfE69Y,【オリジナル】アイリス。【潤羽るしあ/ホロライブ】,2021-01-22,0,
BVGTUkMBUXI,アイリス,2021-01-22,2,
Wdc0FwgTcs4,【潤羽るしあ×百鬼あやめ】 恋愛サーキュレーション 【２周年ショートVer】,2021-09-18,1,
vp8HbGYXpNw,「ヴァンパイア」不知火フレア(Cover)【歌ってみた】,2021-11-27,1,
OrecUhOUpbw,「シンデレラ」不知火フレア(Cover)【歌ってみた】,2021-11-21,1,
8FGFwc3n0lY,ClariS「カラフル」不知火フレア(Cover)【歌ってみた】,2021-10-28,1,
lUoBNjIWiAc,メンタルチェンソー／不知火フレア(Cover),2021-09-24,1,
Tm28179erkY,グッバイ宣言／不知火フレア(Cover),2021-09-16,1,
u5r8B1fDB8g,怪物／不知火フレア(Cover),2021-08-07,1,
r_3n1KNNigI,【3DLIVE/アンコール】「オツキミリサイタル」歌ってみた🌕 【＃不知火フレア2周年記念ライブ】,2021-08-07,1,
